,Year,Crop Type,Yield (kg/ha),Avg Temp (°C),Total Rainfall (mm),Avg Sunlight (hours/day),Soil pH,Soil Moisture (%),Fertilizer Used (kg/ha),Pesticide Used (L/ha),Region
9785,2021,Corn,4991,29.6,288,10.3,6.3,28.4,133,6.8,South
9786,2024,Wheat,5259,23.0,290,9.4,6.3,24.5,143,6.5,North
9787,2018,Wheat,8001,17.8,358,11.7,6.3,37.5,157,5.9,North
9788,2018,Corn,4500,27.8,296,7.1,6.2,44.9,145,5.0,West
9789,2020,Wheat,6588,18.5,369,10.3,6.6,38.6,106,4.9,South
9790,2023,Wheat,8156,19.9,293,9.7,5.9,40.7,152,4.7,South
9791,2021,Wheat,5171,25.5,318,11.5,6.2,24.9,134,5.7,North
9792,2020,Wheat,4711,26.7,399,11.2,6.4,39.3,145,6.7,South
9793,2024,Rice,5856,26.0,334,9.9,6.7,35.2,112,5.0,South
9794,2020,Wheat,8379,22.7,288,8.6,6.4,29.9,108,6.8,North
9795,2019,Corn,8222,28.9,306,7.0,5.9,36.6,133,4.9,North
9796,2019,Rice,8017,27.8,370,10.8,6.5,38.9,123,6.7,South
9797,2023,Rice,6465,25.6,339,10.9,6.1,43.7,148,6.2,South
9798,2021,Corn,4803,22.7,309,8.2,6.4,28.2,125,5.2,South
9799,2022,Wheat,8126,23.0,369,7.4,6.4,38.5,106,6.9,West
9800,2019,Rice,5190,19.3,382,11.6,6.0,36.0,138,5.6,North
9801,2022,Rice,8272,27.1,403,8.8,6.6,36.4,123,5.0,North
9802,2018,Wheat,6281,28.3,383,10.4,6.3,26.0,101,6.2,West
9803,2019,Wheat,6333,27.8,337,9.7,6.2,33.2,145,4.9,North
9804,2019,Corn,7725,24.1,344,10.2,6.0,37.1,109,6.7,South
9805,2021,Rice,5115,27.9,405,6.1,6.7,28.3,158,6.8,South
9806,2023,Wheat,5022,27.3,368,9.8,6.0,28.9,127,4.7,South
9807,2022,Wheat,6572,27.8,307,9.3,6.7,36.6,122,5.7,West
9808,2024,Corn,5307,29.8,289,10.5,6.3,38.6,149,4.7,North
9809,2019,Rice,4524,27.5,290,11.6,6.3,28.2,101,5.4,South
9810,2019,Wheat,7143,20.5,309,11.0,6.3,36.4,149,6.3,North
9811,2021,Corn,7677,27.7,328,8.7,6.7,33.0,148,5.4,South
9812,2021,Rice,6276,21.9,307,9.6,6.6,27.5,156,6.8,West
9813,2023,Rice,7690,23.7,299,7.4,6.5,26.1,140,5.1,West
9814,2022,Rice,4607,27.4,309,6.0,6.3,40.3,118,5.0,North
9815,2018,Rice,5853,21.1,370,6.9,6.5,30.3,150,6.1,West
9816,2024,Corn,4679,17.3,355,6.4,6.0,26.8,106,6.8,North
9817,2023,Wheat,5380,26.3,345,10.5,6.3,37.5,126,4.5,North
9818,2018,Rice,6678,28.7,316,7.1,5.9,31.2,113,6.5,South
9819,2020,Rice,6330,29.1,394,6.7,5.9,24.8,138,5.8,West
9820,2019,Wheat,5102,27.4,393,7.7,6.5,43.8,122,4.7,West
9821,2022,Rice,7300,29.2,336,11.6,6.7,38.1,118,6.2,North
9822,2023,Rice,7306,27.7,346,7.6,6.6,28.0,114,5.6,North
9823,2019,Wheat,4667,17.4,307,9.9,6.7,25.0,108,5.6,North
9824,2022,Wheat,4722,21.5,386,11.0,6.0,34.3,97,4.7,South
9825,2022,Rice,4968,21.4,401,11.0,6.1,44.9,142,6.2,North
9826,2022,Wheat,4777,19.8,296,11.7,6.2,31.8,109,4.8,North
9827,2019,Corn,6737,27.4,406,8.2,6.2,42.5,120,5.7,South
9828,2023,Corn,7078,23.8,327,8.9,6.1,39.0,103,6.6,South
9829,2024,Rice,6049,27.9,366,7.4,6.1,29.4,127,6.4,West
9830,2021,Rice,6520,24.8,355,6.4,6.7,24.9,153,5.0,North
9831,2019,Wheat,6278,24.7,368,11.9,6.0,42.5,97,6.6,South
9832,2022,Wheat,5120,22.0,357,11.2,6.7,41.0,117,6.7,South
9833,2023,Rice,5713,27.3,337,7.9,6.3,38.8,100,6.3,South
9834,2024,Rice,4717,25.9,386,10.7,6.7,44.5,141,7.0,South
9835,2020,Corn,7870,21.4,341,11.0,5.8,43.8,137,4.7,South
9836,2018,Wheat,5834,29.9,346,7.5,6.0,28.1,143,4.7,South
9837,2022,Rice,6783,23.0,405,11.6,6.3,35.0,111,6.1,North
9838,2020,Rice,4667,21.1,332,7.9,5.9,28.4,106,5.3,West
9839,2021,Wheat,7327,25.9,392,9.4,6.0,42.7,116,5.6,North
9840,2024,Wheat,6740,19.9,389,10.8,6.3,24.9,105,6.3,North
9841,2024,Rice,6789,27.8,406,9.5,6.6,38.7,116,6.8,West
9842,2022,Rice,5685,25.8,408,7.6,6.6,38.2,98,5.1,West
9843,2024,Rice,8447,28.3,375,11.6,6.4,28.6,109,4.9,South
9844,2020,Wheat,5862,21.3,400,6.0,6.7,43.4,137,6.4,West
9845,2022,Rice,7338,28.1,397,9.1,6.4,36.5,135,6.6,North
9846,2019,Rice,7002,23.5,364,6.3,5.8,43.1,116,6.4,North
9847,2023,Rice,7706,17.8,310,9.9,6.3,33.8,137,4.8,West
9848,2020,Corn,6740,19.5,296,6.3,6.8,41.0,144,6.4,West
9849,2023,Corn,5925,19.8,368,6.3,6.5,41.1,142,5.6,South
9850,2019,Wheat,6939,27.0,320,9.0,6.5,37.9,148,6.0,South
9851,2019,Rice,7148,19.6,395,10.1,5.9,33.0,101,5.5,West
9852,2023,Rice,5565,24.3,328,8.5,6.2,43.0,154,4.5,North
9853,2020,Wheat,4592,25.5,369,11.5,6.6,41.5,117,7.0,South
9854,2023,Wheat,5738,27.1,334,11.6,5.9,28.8,135,4.9,South
9855,2023,Wheat,6896,27.2,311,8.7,6.6,33.0,155,6.2,North
9856,2018,Rice,5012,26.3,369,9.6,6.4,27.0,105,5.1,West
9857,2020,Corn,7906,19.8,317,11.9,6.2,24.5,136,4.6,West
9858,2018,Wheat,7970,24.1,356,10.9,6.7,25.6,109,7.0,West
9859,2022,Rice,7471,20.8,298,6.8,5.8,26.1,113,4.5,South
9860,2024,Wheat,7735,27.1,285,6.4,6.7,31.3,140,6.0,North
9861,2023,Rice,4605,26.7,401,9.4,6.7,43.5,111,6.3,North
9862,2022,Wheat,5755,20.0,403,11.1,6.8,36.3,100,5.9,South
9863,2020,Rice,7539,25.3,398,10.5,6.2,42.5,116,6.4,North
9864,2023,Wheat,8129,17.8,324,9.8,6.3,25.0,113,4.9,South
9865,2024,Corn,7264,27.0,295,11.0,6.5,37.3,135,4.6,South
9866,2022,Wheat,8104,27.1,372,6.8,5.9,34.9,125,5.8,South
9867,2021,Wheat,5700,21.5,308,8.8,6.0,27.4,98,5.6,North
9868,2019,Corn,6202,27.5,331,10.7,6.2,28.6,156,6.4,West
9869,2023,Wheat,5817,28.2,360,7.0,6.5,27.2,108,4.7,South
9870,2024,Corn,7836,19.5,385,8.2,6.3,29.0,147,4.6,North
9871,2019,Rice,7335,21.6,391,8.8,6.0,24.0,132,5.3,North
9872,2018,Corn,6375,20.4,404,6.5,6.1,30.6,154,6.5,North
9873,2022,Corn,6043,21.9,348,6.1,6.5,44.6,99,5.7,South
9874,2018,Rice,7841,22.8,375,9.0,6.6,37.2,103,6.5,South
9875,2024,Corn,8401,23.6,308,11.4,6.2,35.3,98,6.1,North
9876,2023,Corn,5735,17.5,372,6.6,6.0,35.5,148,5.6,West
9877,2019,Rice,7734,17.7,347,6.8,6.4,36.6,151,6.6,North
9878,2019,Wheat,7370,25.5,323,6.3,6.2,39.5,102,6.2,West
9879,2022,Wheat,8128,22.8,304,8.2,6.4,40.7,108,5.6,South
9880,2023,Corn,5416,18.2,354,8.4,6.6,24.6,122,4.8,West
9881,2021,Wheat,6268,22.0,287,11.9,6.3,27.9,141,5.4,West
9882,2021,Wheat,5576,23.2,404,10.9,6.7,27.5,147,4.6,West
9883,2022,Corn,5756,25.3,306,8.2,6.2,32.0,99,5.7,North
9884,2023,Rice,8009,18.5,403,8.3,6.3,29.6,103,4.6,South
9885,2022,Wheat,7401,29.9,370,8.5,6.4,41.2,110,6.4,West
9886,2023,Corn,7230,23.2,330,9.5,6.5,32.6,118,5.4,West
9887,2024,Rice,7570,25.9,300,11.3,6.3,41.7,152,6.0,West
9888,2024,Wheat,6041,28.8,369,7.4,6.6,39.0,110,5.3,North
9889,2018,Rice,5450,17.4,388,7.5,6.5,33.2,126,6.7,West
9890,2022,Corn,6591,24.8,396,11.9,6.2,44.1,147,5.7,South
9891,2023,Rice,7150,24.0,296,8.9,6.4,40.6,128,6.4,West
9892,2021,Rice,6231,17.7,409,10.1,6.1,38.7,99,6.2,North
9893,2023,Corn,6039,26.0,385,10.9,6.5,40.4,149,6.3,North
9894,2024,Wheat,7180,19.9,307,8.9,6.5,32.8,141,5.8,West
9895,2023,Wheat,8146,26.1,335,6.1,6.0,26.3,116,7.0,South
9896,2022,Rice,4591,21.7,300,10.5,6.5,32.6,129,4.8,North
9897,2018,Rice,5258,27.0,299,9.5,5.9,34.8,144,5.8,South
9898,2018,Rice,5230,29.2,370,11.3,5.9,26.2,141,5.4,West
9899,2018,Rice,5453,28.2,406,10.8,6.4,31.8,105,5.4,South
9900,2018,Wheat,5961,23.3,400,8.4,6.1,43.5,112,6.4,South
9901,2024,Corn,4836,19.9,310,6.3,6.0,26.8,113,4.5,North
9902,2020,Corn,8314,29.9,288,9.3,6.8,37.2,152,5.5,South
9903,2022,Corn,5817,25.6,329,11.9,6.7,41.7,116,5.5,North
9904,2019,Rice,5199,22.1,360,7.0,6.0,39.4,101,5.8,North
9905,2022,Rice,8391,23.3,311,9.0,6.7,28.1,121,5.5,North
9906,2020,Corn,5424,18.7,396,6.7,6.4,32.6,96,5.2,North
9907,2018,Wheat,7227,23.6,306,11.6,6.3,35.8,114,5.9,South
9908,2020,Corn,7514,19.3,281,11.0,6.2,26.8,115,6.8,South
9909,2021,Wheat,6811,21.8,280,9.2,6.1,29.5,136,5.3,South
9910,2021,Rice,6652,23.4,406,9.8,5.9,37.8,125,4.8,West
9911,2024,Corn,6516,29.3,287,9.9,6.0,41.5,157,5.8,South
9912,2022,Corn,6771,25.1,348,11.7,6.1,43.8,98,6.6,South
9913,2022,Rice,7990,21.8,393,11.8,6.5,28.4,103,4.8,South
9914,2019,Wheat,5477,18.5,327,10.0,6.8,35.4,130,6.6,North
9915,2024,Corn,4614,26.7,395,7.8,6.3,37.4,107,6.3,West
9916,2019,Corn,7438,23.1,396,9.8,6.2,39.1,150,5.9,West
9917,2021,Wheat,5758,17.9,360,9.3,6.7,37.7,99,5.6,North
9918,2018,Corn,8355,25.5,404,10.7,6.5,40.4,109,5.5,West
9919,2020,Corn,5797,21.6,312,11.2,6.0,32.4,156,6.3,West
9920,2019,Rice,6478,22.3,371,9.8,6.3,34.9,97,5.7,South
9921,2023,Wheat,7801,27.9,361,9.1,6.7,27.5,146,6.1,North
9922,2019,Corn,7276,18.8,401,11.1,6.5,24.6,118,4.6,West
9923,2018,Corn,4533,21.4,302,8.7,6.2,27.5,114,6.9,North
9924,2018,Rice,5911,21.7,361,8.9,6.2,38.9,104,5.6,South
9925,2022,Corn,6232,17.0,322,6.1,6.7,29.9,158,6.8,North
9926,2020,Rice,8072,28.0,386,6.4,6.5,39.8,121,6.1,South
9927,2018,Corn,7442,27.9,353,8.6,6.3,24.6,143,6.2,South
9928,2024,Rice,7009,25.6,379,6.0,6.5,30.6,146,5.0,North
9929,2019,Wheat,4948,28.7,385,7.2,6.5,25.1,112,4.7,South
9930,2019,Wheat,7376,20.5,356,10.1,6.4,39.9,143,5.0,West
9931,2021,Corn,5737,19.9,408,9.8,6.4,32.6,154,5.8,West
9932,2018,Corn,5569,17.9,298,9.4,6.2,27.8,148,4.6,West
9933,2023,Rice,4904,24.7,355,11.0,6.1,36.1,153,6.7,South
9934,2022,Rice,4832,23.5,341,8.2,6.1,44.3,97,5.6,South
9935,2020,Wheat,6537,27.5,400,10.0,5.8,25.0,130,5.7,North
9936,2023,Corn,6787,23.3,387,9.9,6.6,36.8,110,4.9,North
9937,2022,Rice,5777,19.6,357,10.0,6.0,38.6,113,6.6,South
9938,2019,Wheat,4727,27.5,312,10.0,5.9,41.7,155,6.1,South
9939,2023,Wheat,7280,22.9,285,10.8,6.2,31.0,111,4.7,North
9940,2022,Rice,7438,29.4,361,9.6,6.3,37.7,130,5.0,West
9941,2019,Corn,4665,23.9,330,11.3,6.1,25.7,142,4.6,West
9942,2019,Wheat,5084,18.5,291,8.6,6.8,26.2,121,6.0,North
9943,2019,Rice,5236,28.1,393,11.8,6.0,39.1,143,4.8,West
9944,2019,Wheat,6034,28.4,401,6.2,6.4,33.6,151,5.7,North
9945,2024,Corn,5097,22.8,280,6.8,6.4,34.6,120,6.3,South
9946,2019,Rice,5092,17.3,331,6.5,6.5,42.3,100,5.8,South
9947,2021,Corn,7274,17.4,332,8.6,6.6,27.1,145,5.7,South
9948,2023,Corn,6199,21.6,372,9.5,6.7,27.9,159,4.7,West
9949,2022,Wheat,5913,26.3,293,8.7,6.1,32.2,131,5.8,South
9950,2021,Corn,8323,21.3,384,7.3,6.8,31.9,136,4.7,West
9951,2024,Wheat,5946,17.1,340,7.4,6.2,35.8,129,4.5,South
9952,2021,Rice,5424,28.0,294,10.8,6.6,33.2,125,6.6,South
9953,2018,Rice,7982,29.6,385,6.3,5.8,30.1,126,6.8,North
9954,2018,Wheat,8152,21.5,288,11.9,6.5,41.9,126,4.5,North
9955,2018,Wheat,5148,17.9,339,10.3,6.6,27.2,132,6.1,West
9956,2020,Wheat,6187,20.8,335,11.5,5.9,24.2,158,5.1,West
9957,2018,Corn,4946,27.4,364,7.1,6.1,27.0,144,5.7,West
9958,2022,Rice,7974,24.0,384,9.4,6.2,34.1,115,5.8,South
9959,2021,Rice,4596,22.0,367,9.2,6.6,36.3,130,5.8,West
9960,2022,Corn,6926,21.3,286,9.7,6.3,27.3,95,6.1,South
9961,2023,Wheat,7217,18.5,303,10.7,6.4,36.0,114,5.0,North
9962,2018,Rice,7757,21.4,336,10.3,6.2,24.8,137,6.4,West
9963,2024,Corn,6203,23.1,343,8.4,6.7,37.0,116,5.1,West
9964,2020,Wheat,5767,25.8,304,11.2,6.2,35.1,95,6.7,West
9965,2023,Rice,5130,20.4,333,6.1,6.3,32.8,119,4.7,West
9966,2024,Wheat,7255,28.7,365,7.5,6.2,43.4,113,4.7,West
9967,2020,Corn,5002,23.3,313,9.1,6.6,33.1,154,4.7,West
9968,2023,Rice,4787,22.3,280,11.2,6.6,31.8,104,6.2,South
9969,2021,Wheat,4868,24.7,387,8.4,6.7,28.7,142,4.8,North
9970,2022,Wheat,4564,19.2,316,10.7,6.0,30.6,139,5.0,South
9971,2019,Wheat,4661,18.4,309,7.6,6.7,28.6,101,5.3,North
9972,2022,Corn,7144,21.5,393,11.8,6.1,27.7,112,6.2,West
9973,2018,Wheat,7474,17.5,409,6.1,6.7,32.7,153,6.1,South
9974,2024,Rice,7118,21.9,327,7.1,6.7,25.2,144,6.7,West
9975,2019,Rice,7521,25.7,381,6.1,6.3,37.3,112,4.9,North
9976,2020,Wheat,6317,27.6,303,6.1,6.6,33.9,102,4.9,North
9977,2021,Corn,5161,24.5,299,11.4,6.5,28.2,131,5.1,West
9978,2021,Rice,7989,26.0,347,7.7,5.8,24.1,147,5.3,North
9979,2020,Rice,4980,27.8,287,7.4,5.8,36.0,129,6.3,North
9980,2018,Rice,6156,27.1,369,7.6,5.9,25.4,110,5.8,South
9981,2020,Wheat,6816,21.2,335,10.8,6.7,44.6,143,5.8,South
9982,2023,Rice,6290,24.5,340,7.9,6.5,34.2,156,5.2,North
9983,2024,Wheat,7283,20.4,318,9.6,6.2,35.3,97,6.4,West
9984,2024,Wheat,5066,24.5,297,11.2,6.0,42.7,125,5.7,South
9985,2018,Wheat,8219,22.5,376,7.9,6.7,43.9,117,5.7,West
9986,2019,Wheat,7761,21.8,338,6.9,6.0,43.6,142,5.1,West
9987,2020,Wheat,4905,19.4,377,6.4,6.3,33.3,116,5.2,West
9988,2018,Rice,5264,24.3,321,9.4,6.0,28.6,132,5.8,West
9989,2024,Wheat,8060,26.5,332,9.6,6.5,42.7,123,4.7,South
9990,2019,Wheat,7883,24.4,312,11.2,6.0,29.4,114,6.8,West
9991,2020,Wheat,8167,17.9,300,8.8,6.4,30.7,154,5.9,South
9992,2021,Wheat,6440,29.0,312,11.2,6.4,26.4,112,6.1,South
9993,2020,Wheat,5365,17.1,409,9.1,6.8,42.0,127,4.6,South
9994,2022,Wheat,8260,28.5,319,9.5,6.4,43.1,156,4.6,North
9995,2020,Rice,5617,27.0,329,9.2,6.3,41.1,116,6.9,West
9996,2022,Wheat,6937,18.3,342,7.8,6.2,30.4,114,4.9,West
9997,2019,Wheat,7094,20.1,389,11.1,5.9,41.0,152,4.9,North
9998,2020,Rice,7982,21.5,373,11.3,6.5,26.6,130,6.7,West
9999,2019,Rice,5735,28.8,343,11.1,6.0,40.4,103,6.5,North
10000,2019,Corn,8209,29.7,364,6.6,6.1,43.8,115,6.1,North
10001,2024,Rice,7940,18.1,393,10.0,5.8,29.0,122,6.3,North
10002,2018,Rice,5241,22.2,395,8.7,6.5,34.9,109,4.6,West
10003,2019,Wheat,7739,18.9,316,6.6,6.6,36.8,138,6.2,South
10004,2019,Corn,7585,20.6,351,6.4,5.9,33.5,125,5.1,North
10005,2024,Wheat,7133,29.8,312,10.2,5.9,29.7,127,5.1,South
10006,2024,Corn,8135,29.8,296,8.4,6.6,33.5,122,5.6,South
10007,2020,Wheat,7421,23.1,394,8.3,6.5,37.1,117,5.6,South
10008,2024,Rice,7778,19.4,303,7.3,5.9,32.7,150,5.8,West
10009,2020,Rice,6331,24.1,309,9.6,6.2,38.7,134,6.3,North
10010,2021,Corn,4542,21.2,344,6.9,6.1,25.4,116,6.7,South
10011,2024,Wheat,7427,29.1,405,6.0,6.0,34.8,152,5.6,West
10012,2018,Wheat,5965,27.6,360,6.1,6.2,42.8,158,6.0,South
10013,2019,Rice,6038,21.0,307,8.2,6.7,44.8,117,5.7,South
10014,2018,Rice,5410,17.2,292,10.3,6.6,35.8,95,4.5,South
10015,2022,Corn,5106,30.0,363,9.6,6.4,34.7,123,6.6,West
10016,2024,Rice,5918,25.9,342,7.5,6.4,31.2,141,6.3,North
10017,2019,Corn,6785,22.5,305,6.6,6.5,28.7,138,6.9,North
10018,2018,Corn,6202,20.7,396,8.2,6.8,29.1,148,5.4,North
10019,2024,Corn,8102,17.1,317,11.4,6.6,24.6,126,6.6,South
10020,2024,Corn,5218,19.0,333,8.1,6.0,44.6,153,6.3,South
10021,2021,Rice,7289,17.1,324,6.7,6.3,28.1,124,4.8,West
10022,2021,Corn,6951,24.8,391,11.3,6.5,35.4,123,6.9,North
10023,2019,Rice,4713,25.6,355,7.9,6.6,25.1,138,4.9,North
10024,2022,Corn,8139,27.0,337,10.6,5.9,26.3,132,6.6,North
10025,2021,Rice,7393,19.4,358,7.6,6.5,40.7,127,5.7,North
10026,2021,Corn,7945,18.2,405,11.2,6.0,36.7,134,6.0,South
10027,2022,Rice,4631,25.5,369,6.5,5.9,26.6,107,5.8,West
10028,2018,Wheat,6556,23.5,340,7.5,6.6,34.3,96,4.7,North
10029,2021,Corn,6266,28.4,399,10.4,6.6,30.9,137,6.9,South
10030,2020,Corn,4652,23.9,290,8.4,6.5,34.2,159,6.7,West
10031,2023,Wheat,6978,22.8,294,9.3,5.8,26.3,128,6.0,North
10032,2023,Wheat,4982,23.3,283,7.7,6.1,42.7,152,5.7,South
10033,2021,Corn,6520,27.2,368,8.2,6.2,35.8,114,5.3,South
10034,2018,Rice,4804,17.2,325,9.6,6.7,35.3,95,4.9,West
10035,2024,Corn,8494,28.9,310,10.8,6.3,27.7,135,6.5,South
10036,2018,Rice,6831,26.3,352,11.4,6.3,35.5,120,5.8,West
10037,2019,Wheat,7019,28.5,327,8.2,5.8,44.7,156,6.2,South
10038,2020,Rice,6516,29.5,283,9.8,6.6,26.5,134,5.2,South
10039,2018,Corn,5492,19.9,298,9.0,6.4,38.8,112,6.7,North
10040,2022,Wheat,6737,24.5,394,9.9,6.2,32.1,123,6.9,South
10041,2020,Wheat,6051,23.3,304,9.7,6.0,40.3,136,6.2,South
10042,2023,Corn,7059,24.0,332,9.7,6.2,34.9,120,6.6,South
10043,2020,Corn,4842,17.6,284,8.6,6.0,43.0,107,5.1,North
10044,2022,Wheat,8001,28.9,329,7.8,6.3,25.8,153,6.9,North
10045,2021,Rice,5214,29.4,338,8.5,6.1,32.9,143,5.1,South
10046,2022,Rice,6209,25.9,372,11.0,5.8,30.8,127,5.1,West
10047,2022,Rice,7227,20.4,358,8.1,6.8,42.6,101,6.8,North
10048,2021,Corn,8422,27.2,360,11.2,6.2,24.8,120,5.2,North
10049,2021,Wheat,5557,26.5,329,7.0,6.6,27.8,144,5.4,West
10050,2021,Rice,4970,24.5,333,9.3,5.9,33.8,113,6.6,North
10051,2021,Wheat,7965,19.2,370,6.7,6.4,35.3,142,6.6,North
10052,2021,Rice,5240,19.6,285,8.7,6.3,34.2,116,4.7,West
10053,2022,Wheat,8066,24.7,320,11.8,6.8,36.6,118,5.3,North
10054,2019,Corn,5012,18.7,289,9.8,6.6,43.5,127,5.1,North
10055,2019,Corn,7893,26.4,397,6.1,6.2,37.6,124,6.7,South
10056,2018,Corn,5638,19.8,360,10.9,6.6,33.8,130,5.2,North
10057,2019,Rice,7785,28.8,382,9.0,6.2,36.7,101,5.1,South
10058,2023,Corn,8337,28.7,357,10.0,6.6,28.5,118,5.2,West
10059,2019,Corn,6692,20.8,328,9.9,6.1,25.2,137,6.7,North
10060,2022,Corn,5058,18.1,322,7.1,6.2,38.5,137,5.0,South
10061,2021,Wheat,5291,24.9,382,8.4,6.4,39.9,155,5.0,South
10062,2021,Wheat,5701,22.8,366,7.3,6.3,43.9,98,6.6,South
10063,2024,Wheat,6248,18.9,286,7.1,6.2,44.2,150,4.9,North
10064,2024,Wheat,4859,23.9,292,9.3,6.7,42.4,97,5.8,North
10065,2024,Wheat,4784,29.9,406,7.2,6.3,43.2,111,5.7,North
10066,2022,Wheat,7816,17.9,386,7.2,6.5,40.0,103,4.5,South
10067,2023,Wheat,7312,20.4,399,9.8,6.2,42.8,150,6.0,South
10068,2019,Corn,7777,24.0,291,8.4,6.5,24.0,149,6.2,South
10069,2022,Corn,7131,27.3,407,7.2,6.6,24.6,115,5.0,North
10070,2018,Rice,6257,17.2,363,8.3,6.3,40.1,133,5.9,West
10071,2021,Corn,7913,26.5,345,9.5,5.8,41.5,131,4.9,South
10072,2024,Wheat,7274,18.8,306,9.6,6.3,30.0,136,6.4,North
10073,2020,Wheat,5883,27.8,282,11.4,6.7,25.1,153,5.8,North
10074,2018,Rice,6022,26.0,327,11.6,5.9,24.4,116,5.5,South
10075,2024,Corn,5664,22.9,394,7.2,6.4,25.6,134,6.9,North
10076,2023,Corn,7507,27.7,331,8.9,5.8,33.9,103,6.9,West
10077,2018,Rice,6191,26.5,330,8.7,6.3,44.1,138,4.6,North
10078,2022,Wheat,5745,26.9,324,10.6,6.5,24.8,121,5.2,South
10079,2019,Wheat,5912,20.8,325,7.2,6.2,32.8,151,5.1,North
10080,2021,Wheat,5853,25.1,312,7.4,5.9,35.3,150,6.9,West
10081,2023,Wheat,5242,18.8,315,6.9,6.7,37.2,144,5.0,North
10082,2023,Rice,5916,27.7,296,10.4,6.7,32.5,135,4.6,West
10083,2020,Corn,7201,23.8,395,7.4,6.6,41.1,151,5.0,South
10084,2018,Wheat,4857,27.7,317,8.5,6.0,27.4,106,6.4,South
10085,2020,Corn,7965,19.7,328,7.6,6.6,24.3,119,5.8,North
10086,2019,Corn,6452,18.7,340,11.9,6.1,39.6,152,6.9,North
10087,2024,Wheat,7134,26.0,337,9.9,6.4,43.8,134,6.5,South
10088,2019,Wheat,4539,17.8,355,7.7,6.2,41.8,128,5.0,West
10089,2024,Wheat,7449,20.2,291,6.7,6.1,39.7,120,5.4,South
10090,2020,Corn,6820,28.8,285,8.6,6.5,26.2,128,6.5,South
10091,2021,Rice,7991,18.7,374,7.1,6.5,40.7,105,6.3,West
10092,2019,Wheat,7641,21.9,368,7.0,6.3,34.7,130,5.3,West
10093,2020,Corn,7376,29.3,367,7.8,6.0,30.2,143,6.0,South
10094,2018,Corn,7170,17.3,385,11.8,6.3,44.5,127,6.0,West
10095,2020,Wheat,4957,22.8,290,8.4,6.6,42.1,130,6.7,North
10096,2020,Rice,6468,27.2,300,7.3,6.6,32.6,140,4.6,North
10097,2022,Wheat,6781,28.8,334,8.0,5.8,28.3,158,5.1,South
10098,2019,Wheat,4696,26.6,395,8.9,6.0,42.9,142,6.3,West
10099,2021,Rice,6374,28.5,288,6.4,6.7,32.7,142,6.1,South
10100,2021,Wheat,6234,17.4,374,7.8,6.6,43.5,116,5.4,South
10101,2022,Wheat,8080,18.3,397,6.9,6.5,30.5,105,6.6,North
10102,2024,Rice,7083,26.6,317,6.5,5.9,32.7,95,6.3,South
10103,2023,Corn,8390,26.8,380,11.5,5.8,43.0,114,6.0,North
10104,2024,Corn,5437,24.9,375,7.7,6.4,25.3,101,5.1,South
10105,2021,Corn,6694,26.5,380,7.3,6.7,44.5,147,5.2,West
10106,2020,Corn,7121,28.2,315,10.2,5.9,24.9,114,6.1,West
10107,2022,Corn,8030,24.1,315,6.3,5.9,36.7,113,6.9,West
10108,2018,Wheat,7638,29.3,299,11.8,6.8,34.0,99,6.6,North
10109,2019,Rice,4529,26.0,330,11.9,6.0,36.2,100,5.0,South
10110,2019,Corn,6654,23.1,295,10.6,6.5,31.8,148,6.4,South
10111,2019,Rice,6201,22.5,285,11.9,6.4,39.6,115,6.8,North
10112,2020,Corn,4889,26.8,375,7.5,6.2,40.2,143,4.7,West
10113,2018,Wheat,7426,25.2,385,7.5,6.6,38.9,102,6.2,North
10114,2022,Corn,6953,27.6,326,11.2,6.0,24.7,145,4.7,South
10115,2022,Corn,5644,27.2,303,9.6,6.1,24.1,136,4.5,South
10116,2019,Rice,7582,23.8,389,10.3,6.1,38.1,150,6.9,North
10117,2018,Rice,7131,29.3,372,6.1,6.3,26.5,136,5.0,North
10118,2018,Wheat,4846,26.2,383,8.8,6.5,25.1,123,6.5,South
10119,2018,Rice,7824,19.6,324,7.7,5.9,25.1,142,5.9,West
10120,2021,Rice,7344,25.0,362,6.9,5.9,24.3,131,6.1,North
10121,2021,Rice,4618,19.6,280,9.1,5.9,38.6,138,4.9,South
10122,2019,Wheat,8458,24.3,306,7.7,6.5,44.6,97,6.4,North
10123,2018,Wheat,5019,27.3,301,9.3,6.4,35.7,121,5.3,South
10124,2023,Wheat,5738,27.6,307,6.5,6.6,37.7,116,6.0,West
10125,2018,Rice,7280,25.5,314,10.8,6.1,38.8,113,5.5,West
10126,2022,Rice,6627,27.2,282,11.7,6.5,25.8,142,4.9,South
10127,2022,Wheat,6966,23.1,323,9.8,6.1,37.7,112,4.8,West
10128,2019,Rice,5083,24.2,377,6.9,6.6,42.0,122,5.5,South
10129,2023,Rice,7259,28.4,390,10.5,6.4,41.4,136,4.5,South
10130,2018,Corn,6208,23.4,336,11.3,6.2,30.2,106,6.9,North
10131,2024,Wheat,5812,21.6,364,8.2,6.4,24.3,114,5.2,North
10132,2023,Wheat,6781,27.4,360,9.1,6.6,37.9,133,6.2,South
10133,2019,Rice,6808,17.7,300,6.4,6.0,38.9,158,5.9,West
10134,2022,Rice,6481,29.5,377,9.3,6.4,43.7,146,6.3,South
10135,2024,Corn,7480,21.4,282,6.3,6.8,25.8,155,6.6,North
10136,2022,Wheat,7204,25.2,302,8.1,6.6,44.2,128,6.7,South
